label,titlebody
0,"cannabis hopes for drug firm. a prescription cannabis drug made by uk biotech firm gw pharmaceuticals is set to be approved in canada. the drug is used to treat the central nervous system and alleviate the symptoms of multiple sclerosis (ms). a few weeks ago, shares in gw pharma lost a third of their value after uk regulators said they wanted more evidence about the drug's benefits. but now canadian authorities have said the sativex drug will be considered for approval. approximately 50,000 people in canada have been diagnosed with ms and 85,000 people are suffering from the condition in the uk. many patients already smoke cannabis to relieve their symptoms. now, gw pharma's sativex mouth spray could be legally available to ms sufferers in canada within the next few months. this will be the first time a cannabis-based drug has been approved anywhere in the world, representing a landmark for gw pharma and for patients with ms. final approval in canada should now be little more than a formality, analysts said, and the company expects full approval for sativex early in 2005. ""we are delighted to receive this qualifying notice from health canada and look forward to receiving regulatory approval for sativex in canada"
0,"wal-mart to pay $14m in gun suit. the world's largest retailer, wal-mart, has agreed to pay a total of $14.5m (â£7.74m) to settle a lawsuit over gun sales violations in california. the lawsuit alleged wal-mart committed thousands of gun sales violations in california between 2000 and 2003. the total payment includes $5m in fines and more than $4m to fund state compliance checks with gun laws and prevent ammunition sales to minors. wal-mart agreed to suspend firearms sales in its california stores in 2003, the alleged violations included the sale of guns to 23 people who were not allowed to possess them, and delivering 36 guns to customers who acquired them for people not allowed to own firearms. although wal-mart has suspended firearms sales in the state, california attorney general bill lockyer said he wanted to be sure the giant supermarket chain would follow state rules in future. ""wal-mart's failure to comply with gun safety laws put the lives of all californians at risk by placing guns in the hands of criminals and other prohibited persons,"" said mr lockyer. ""although wal-mart has suspended gun sales in california, this settlement will ensure that it follows state law if it renews sales and will also provide valuable public education"
0,"japan bank shares up on link talk. shares of sumitomo mitsui financial (smfg), and daiwa securities jumped amid speculation that two of japan's biggest financial companies will merge. financial newspaper nihon keizai shimbun claimed that the firms will join up next year and already have held discussions with japanese regulators. the firms denied that they are about to link up, but said they are examining ways of working more closely together. smfg shares climbed by 2.7% to 717,000, and daiwa added 5.3% to 740 yen. combining smfg, japan's third-biggest lender, and daiwa, the country's second-largest brokerage firm, would create a company with assets of more than $1,000bn (â£537bn). smfg president yoshifumi nishikawa said that the companies needed to bolster their businesses. ""both companies need to strengthen retail and other operations,"" he said, adding that ""it's an issue we have in common"". daiwa said that ""although it is true that the two groups have been engaging in various discussions to enhance cooperation, there are no plans to enter into negotiations to consolidate the two businesses"". analysts said that consolidation in japan's financial sector was likely to continue and that it was likely to have a positive impact on earnings. ""cross-selling opportunities between banks and brokers are increasing thanks"
0,"lse doubts boost bidders' shares. shares in deutsche boerse have risen more than 3% after a shareholder fund voiced opposition to the firm's planned takeover of the london stock exchange. tci, which claims to represent owners of 5% of deutsche boerse's (db) shares, has complained that the â£1.35bn ($2.5bn) offer for the lse is too high. opposition from tci has fuelled speculation that the proposed takeover could fail. rival exchange operator euronext has also said it may bid for the lse. euronext operates the paris, amsterdam, brussels and lisbon bourses, while deutsche boerse runs the frankfurt exchange. bbc news spoke to a number of analysts on monday morning about shareholder worries over deutsche boerse's bid for lse. although none were prepared to speak on the record, most thought it was unlikely that tci's opposition would halt the deal ""obviously we'll have to wait and see, but i don't think it will make much difference. deutsche boerse appears very committed,"" said one london-based broker. he forecast the takeover bid would succeed and was more concerned to see improvements in the daily running of the lse. in voicing its opposition to the planned takeover, tci said it would prefer to see deutsche boerse return $500m (â£350m) to"
0,"enron bosses in $168m payout. eighteen former enron directors have agreed a $168m (â£89m) settlement deal in a shareholder lawsuit over the collapse of the energy firm. leading plaintiff, the university of california, announced the news, adding that 10 of the former directors will pay $13m from their own pockets. the settlement will be put to the courts for approval next week. enron went bankrupt in 2001 after it emerged it had hidden hundreds of millions of dollars in debt. before its collapse, the firm was the seventh biggest public us company by revenue. its demise sent shockwaves through financial markets and dented investor confidence in corporate america. ""the settlement is very significant in holding these outside directors at least partially personally responsible,"" william lerach, the lawyer leading the class action suit against enron, said. ""hopefully, this will help send a message to corporate boardrooms of the importance of directors performing their legal duties,"" he added. under the terms of the $168m settlement - $155m of which will be covered by insurance - none of the 18 former directors will admit any wrongdoing. the deal is the fourth major settlement negotiated by lawyers who filed a class action on behalf of enron's shareholders almost three"
0,"split-caps pay â£194m compensation. investors who lost money following the split-capital investment trust scandal are to receive â£194m compensation, the uk's financial watchdog has announced. eighteen investment firms involved in the sale of the investments agreed the compensation package with the financial services authority (fsa). splits were marketed as a low-risk way to benefit from rising share prices. but when the stock market collapsed in 2000, the products left thousands of investors out of pocket. an estimated 50,000 people took out split-capital funds, some investing their life savings in the schemes. the paying of compensation will be overseen by an independent company, the fsa said. further details of how investors will be able to claim their share of the compensation package will be announced in the new year. ""this should save investors from having to take their case to the financial ombudsman service, something, no doubt, that will be very welcome,"" rob mcivor, fsa spokesman, told bbc news. agreeing to pay compensation did not mean that the eighteen firms involved were admitting any guilt, the fsa added. any investor accepting the compensation will have to waive the right to take their case to the financial ombudsman service. the fsa has been investigating whether investors"
0,"indonesians face fuel price rise. indonesia's government has confirmed it is considering raising fuel prices by as much as 30%. millions of indonesians use kerosene for basic cooking, and prices have been heavily subsidised for years. president susilo bambang yudhoyono's government has said it wants to curb fuel subsidies and direct the money into aid programmes for the poor. but critics argue cutting subsidies will hurt the poorer families that his government says it wants to help. millions of people were left homeless in indonesia aceh's region following the earthquake and tsunami disaster in late december. indonesia pays subsidies to importers in order to stabilise domestic fuel prices, but higher oil prices have forced the government to spend more on holding prices down. it spent 59.2 trillion rupiah ($6.58bn; â£3.5bn) on fuel subsidies in 2004, a sum far in excess of its original projection of 14.5 trillion rupiah. since president yudhoyono's government came to power in october, it has indicated its intention of raising domestic fuel prices by cutting subsidies. ""the (january to march) quarter of this year is the best time for us to increase fuel prices,"" said sri mulyani indrawati, state minister for national development planning. ""we are still considering if a 30%"
0,"pernod takeover talk lifts domecq. shares in uk drinks and food firm allied domecq have risen on speculation that it could be the target of a takeover by france's pernod ricard. reports in the wall street journal and the financial times suggested that the french spirits firm is considering a bid, but has yet to contact its target. allied domecq shares in london rose 4% by 1200 gmt, while pernod shares in paris slipped 1.2%. pernod said it was seeking acquisitions but refused to comment on specifics. pernod's last major purchase was a third of us giant seagram in 2000, the move which propelled it into the global top three of drinks firms. the other two-thirds of seagram was bought by market leader diageo. in terms of market value, pernod - at 7.5bn euros ($9.7bn) - is about 9% smaller than allied domecq, which has a capitalisation of â£5.7bn ($10.7bn; 8.2bn euros). last year pernod tried to buy glenmorangie, one of scotland's premier whisky firms, but lost out to luxury goods firm lvmh. pernod is home to brands including chivas regal scotch whisky, havana club rum and jacob's creek wine. allied domecq's big names include malibu rum, courvoisier brandy, stolichnaya vodka and ballantine's whisky -"
0,"s&n extends indian beer venture. the uk's biggest brewer, scottish and newcastle (s&n), is to buy 37.5% of india's united breweries in a deal worth 4.66bn rupees ($106m:â£54.6m). s&n will buy a 17.5% equity stake in united, maker of the well-known kingfisher lager brand, and make a public offer to buy another 20% stake. a similar holding will be controlled by vijay mallya, chair of the indian firm. the deal was a ""natural development"" of its joint venture with united, said tony froggatt, s&n's chief executive. its top brands include newcastle brown ale, foster's, john smith's, strongbow and kronenbourg. in 2002 s&n and united agreed to form a strategic partnership, one that would include a joint venture business and a uk investment in the indian brewer. the joint venture was established in may 2003. with both parties having a 40% stake in the venture - millennium alcobev. millennium alcobev will now be merged with united, which expects post-merger to have about half of india's beer market. india, with a population of more than one billion, consumes about 1.2 billion bottles of beer every year. kingfisher has market share of about 29%. in addition to the equity stake s&n is to invest 2.47bn rupees in united"
0,"crude oil prices back above $50. cold weather across parts of the united states and much of europe has pushed us crude oil prices above $50 a barrel for the first time in almost three months. freezing temperatures and heavy snowfall have increased demand for heating fuel in the us, where stocks are low. fresh falls in the value of the dollar helped carry prices above the $50 mark for the first time since november. a barrel of us crude oil closed up $2.80 to $51.15 in new york on tuesday. opec members said on tuesday that it saw no reason to cut its output. although below last year's peak of $55.67 a barrel, which was reached in october, prices are now well above 2004's average of $41.48. brent crude also rose in london trading, adding $1.89 to $48.62 at the close. much of western europe and the north east of america has been shivering under unseasonably low temperatures in recent days. the decline in the us dollar to a five-week low against the euro has also served to inflate prices. ""the dollar moved sharply overnight and oil is following it,"" said chris furness, senior market strategist at 4cast. ""if the dollar continues to weaken, oil"
0,"brazil jobless rate hits new low. brazil's unemployment rate fell to its lowest level in three years in december, according to the government. the brazilian institute for geography and statistics (ibge) said it fell to 9.6% in december from 10.6% in november and 10.9% in december 2003. ibge also said that average monthly salaries grew 1.9% in december 2004 from december 2003. however, average monthly wages fell 1.8% in december to 895.4 reais ($332; â£179.3) from november. tuesday's figures represent the first time that the unemployment rate has fallen to a single digit since new measurement rules were introduced in 2001. the unemployment rate has been falling gradually since april 2004 when it reached a peak of 13.1%. the jobless rate average for the whole of 2004 was 11.5%, down from 12.3% in 2003, the ibge said. this improvement can be attributed to the country's strong economic growth, with the economy registering growth of 5.2% in 2004, the government said. the economy is expected to grow by about 4% this year. president luiz inacio lula da silva promised to reduce unemployment when he was elected two years ago. nevertheless, some analysts say that unemployment could increase in the next months. ""the data is favourable, but a"
0,"fiat mulls ferrari market listing. ferrari could be listed on the stock market as part of an overhaul of fiat's carmaking operations, the financial times has reported. it said fiat was set to restructure its business after reaching a $2bn (1.53bn euros; â£1.05bn) settlement with gm about fiat's ownership. steps being considered include listing ferrari and bringing maserati and alfa romeo closer together, it said. despite strong sales of alfa romeo, fiat's car business is making a loss. under the proposals - which the paper said could be announced within days - the iconic sportscar maker could be listed separately on the market. fiat owns a 56% stake in ferrari -best known for its dominant formula one motor racing team - having first bought into the business in 1969. it considered floating ferrari in 2002 but opted to sell a minority stake to italian bank mediobanca for 775m euros ($1bn). that sale valued ferrari - which owns the maserati brand - at 2.3bn euros. the price tag would change if maserati was stripped out. the financial times said fiat may transfer maserati within its wholly- owned alfa romeo division in an effort to exploit commercial synergies. such a move would help alfa romeo and maserati"
0,"fiat chief takes steering wheel. the chief executive of the fiat conglomerate has taken day-to-day control of its struggling car business in an effort to turn it around. sergio marchionne has replaced herbert demel as chief executive of fiat auto, with mr demel leaving the company. mr marchionne becomes the fourth head of the business - which is expected to make a 800m euro ($1bn) loss in 2004 - in as many years. fiat underperformed the market in europe last year, seeing flat sales. the car business has made an operating loss in five of the last six years and was forced to push back its break-even target from 2005 to 2006. the management changes are part of a wider shake-up of the business following fiat's resolution of its dispute with general motors. as part of a major restructuring, fiat is to integrate the maserati car company - currently owned by ferrari - within its own operations. ferrari, in which fiat owns a majority stake, could be separately floated on the stock market in either 2006 or 2007. mr marchionne, who only joined the company last year, said fiat auto was now the ""principal focus"" of his attention. ""i have made the decision to take"
0,"shares rise on new man utd offer. shares in manchester united closed up 4.75% on monday following a new offer from us tycoon malcolm glazer. the board of the football club is expected to meet early this week to discuss the latest proposal, which values the club at â£800m ($1.5bn). manchester united revealed on sunday that it had received a detailed proposal from mr glazer, which looks set to receive more serious scrutiny. the club has previously rejected mr glazer's approaches out of hand. but a senior source at the club told the bbc: ""this time it's different."" supporters' group shareholders united, however, urged the club to reject the new deal. a spokesman for the shareholders united said: ""i can't see any difference (compared to mr glazer's previous proposals) other than â£200m less debt. ""he isn't bringing any money into the club; he'll use our money to buy it."" mr glazer's latest move is being led by mr glazer's two sons, avi and joel, according to the financial times. a proposal was received by david gill, united's chief executive, at the end of last week, pitched at about 300p a share. david cummings, head of uk equities for standard life investments, said he believed a ""well funded"""
0,"mystery surrounds new yukos owner. the fate of russia's yuganskneftegas - the oil firm sold to a little-known buyer on sunday - is the subject of frantic speculation in moscow. baikal finance group emerged as the auction winner, agreeing to pay 260.75bn roubles (â£4.8bn; $9.4bn). russia's newspapers claimed that baikal was a front for gas monopoly gazprom, which had been expected to win. the sale has destroyed yukos, once the owner of yuganskneftegas, said founder mikhail khodorkovsky. ""yuganskneftegas has been sold in the best traditions of the 90s. the authorities have made themselves a wonderful christmas present - russia's most efficient oil company has been destroyed,"" the interfax news agency quoted mr khodorkovsky as saying via his lawyers. gazprom had been expected to win the auction but is thought to have failed to get finance for the deal after a us court injunction barred it from taking part. last week, yukos filed for chapter 11 bankruptcy protection in the us in a last-ditch attempt to hang on to yuganskneftegas, which accounts for 60% of its output. a us judge banned gazprom from taking part in the auction and barred international banks from providing the firm with cash. ""they screwed up the financing,"" said ronald smith,"
0,"gold falls on imf sale concerns. the price of gold has fallen after the international monetary fund (imf) said it will look at ways of using its gold reserves to provide debt relief. by revaluing its holdings, the imf may be able to sell billions of dollars of gold and use the cash to cancel debts owed by the world's poorest nations. the plan was put forward by g7 finance ministers over the weekend. the price of gold fell to $413.50 an ounce in asia, before rebounding slightly in early european trading. imf boss rodrigo rato was asked by g7 ministers to carry out a study into the feasibility of revaluing and selling gold reserves. he is expected to present his conclusions at an imf meeting in washington during april. ""whatever happens the market is going to be disconcerted and on the back foot until the april imf meetings,"" said john reade, an analyst at ubs. the imf values its gold reserves at between $40 and $50 an ounce, a price that was fixed in the 1970s and is about a tenth of the metal's current market value. the imf has 3,217 tonnes of gold, or about 113.5m ounces. bringing the book price of the gold"
0,"barclays shares up on merger talk. shares in uk banking group barclays have risen on monday following a weekend press report that it had held merger talks with us bank wells fargo. a tie-up between barclays and california-based wells fargo would create the world's fourth biggest bank, valued at $180bn (â£96bn). barclays has declined to comment on the report in the sunday express, saying it does not respond to market speculation. the two banks reportedly held talks in october and november 2004. barclays shares were up 8 pence, or 1.3%, at 605 pence by late morning in london on monday, making it the second biggest gainer in the ftse 100 index. uk banking icon barclays was founded more than 300 years ago; it has operations in over 60 countries and employs 76,200 staff worldwide. its north american divisions focus on business banking, whereas wells fargo operates retail and business banking services from 6,000 branches. in 2003, barclays reported a 20% rise in pre-tax profits to â£3.8bn, and it has recently forecast similar gains in 2004, predicting that full year pre-tax profits would rise 18% to â£4.5bn. wells fargo had net income of $6.2bn in its last financial year, a 9% increase on the previous year, and"
0,"qantas sees profits fly to record. australian airline qantas has posted a record fiscal first-half profit thanks to cost-cutting measures. net profit in the six months ending 31 december rose 28% to a$458.4m ($357.6m; â£191m) from a year earlier. analysts expected a figure closer to a$431m. qantas shares fell almost 3%, however, after it warned that earnings growth would slow in the second half. sales will dip by at least a$30m after the indian ocean tsunami devastated many holiday destinations, qantas said. ""the tsunami affected travel patterns in ways that we were a bit surprised about,"" chief executive geoff dixon explained. ""it certainly affected japanese travel into australia. as soon as the tsunami hit we saw ... a lessening with bookings for australia."" higher fuel costs also are expected to eat into earnings in coming months. ""we don't have as much hedging benefit in the second half as we had in the first,"" said chief financial officer peter gregg. qantas is facing increased pressure from rivals such as low-cost carrier virgin blue and the australian government is in talks about whether to allow singapore airlines to fly between the australia and the us - one of qantas' key routes. even so, the firm is predicting that"
0,"qwest may spark mci bidding war. us phone company qwest has said it will table a new offer for mci after losing out to larger rival verizon, setting the scene for a possible bidding war. mci accepted a $6.75bn (â£3.6bn) buyout from telecoms giant verizon on monday, rejecting a higher offer from qwest. qwest chairman richard notebaert sent a letter to mci's board on thursday saying that it plans to submit a new offer after examining verizon's bid. formerly known as worldcom, mci is a long-distance and corporate phone firm. snapping up mci would give the buyer access to a global telecommunications network and a large number of business-based subscribers. shares of mci were up more than 4% in electronic trading after the close of new york markets. qwest said on wednesday that mci had rejected a deal worth $8bn. ""we would like to advise you that once we have completed our review of the verizon merger agreement, we do intend to submit a modified offer to acquire mci,"" the letter from qwest said. verizon's offer is made up of cash, shares and dividends, and a number of investors have said that it undervalues mci. verizon plans to swap 0.41 of its shares and $1.50 in"
0,"india calls for fair trade rules. india, which attends the g7 meeting of seven leading industrialised nations on friday, is unlikely to be cowed by its newcomer status. in london on thursday ahead of the meeting, india's finance minister, lashed out at the restrictive trade policies of the g7 nations. he objected to subsidies on agriculture that make it hard for developing nations like india to compete. he also called for reform of the united nations, the world bank and the imf. palaniappan chidambaram, india's finance minister, argued that these organisations need to take into account the changing world order, given india and china's integration into the global economy. he said the issue is not globalisation but ""the terms of engagement in globalisation."" mr chidambaram is attending the g7 meeting as part of the g20 group of nations, which account for two thirds of the world's population. at a conference on developing enterprise hosted by uk finance minister gordon brown on friday, he said that he was in favour of floating exchange rates because they help countries cope with economic shocks. ""a flexible exchange rate is one more channel for absorbing both positive and negative shocks,"" he told the conference. india, along with china, brazil, south"
0,"asia shares defy post-quake gloom. indonesian, indian and hong kong stock markets reached record highs. investors seemed to feel that some of the worst-affected areas were so under-developed that the tragedy would have little impact on asia's listed firms. ""obviously with a lot of loss of life, a lot of time is needed to clean up the mess, bury the people and find the missing,"" said abn amro's eddie wong. ""[but] it's not necessarily a really big thing in the economic sense."" india's bombay stock exchange inched slightly above its previous record close on wednesday. expectations of strong corporate earnings in 2005 drove the indonesian stock exchange in jakarta to a record high on wednesday. in hong kong, the hang seng index may be benefiting in part from the potential for its listed property companies to gain from rebuilding contracts in the tsunami-affected regions of south east asia. in sri lanka, some economists have said that as much as 1% of annual growth may be lost. sri lanka's stock market has fallen about 5% since the weekend, but it is still 40% higher than at the start of 2004. thailand may lose 30bn baht (â£398m; $768m) in earnings from tourism over the next three months,"
0,"us adds more jobs than expected. the us economy added 337,000 jobs in october - a seven-month high and far more than wall street expectations. in a welcome economic boost for newly re-elected president george w bush, the labor department figures come after a slow summer of weak jobs gains. jobs were created in every sector of the us economy except manufacturing. while the separate unemployment rate went up to 5.5% from 5.4% in september, this was because more people were now actively seeking work. the 337,000 new jobs added to us payrolls in october was twice the 169,000 figure that wall street economists had forecast. in addition, the labor department revised up the number of jobs created in the two previous months - to 139,000 in september instead of 96,000, and to 198,000 in august instead of 128,000. the better than expected jobs data had an immediate upward effect on stocks in new york, with the main dow jones index gaining 45.4 points to 10,360 by late morning trading. ""it looks like the job situation is improving and that this will support consumer spending going into the holidays, and offset some of the drag caused by high oil prices this year,"" said economist gary thayer"
0,"mcdonald's boss bell dies aged 44. charlie bell, the straight-talking former head of fast-food giant mcdonald's, has died of cancer aged 44. mr bell was diagnosed with colorectal cancer in may last year, a month after taking over the top job. he resigned in november to fight the illness. joining the company as a 15-year-old part-time worker, mr bell quickly moved through its ranks, becoming australia's youngest store manager at 19. a popular go-getter, he is credited with helping revive mcdonald's sales. mr bell leaves a wife and daughter. ""as we mourn his passing, i ask you to keep charlie's family in your hearts and prayers,"" chief executive james skinner said in a statement. ""and remember that in his abbreviated time on this earth, charlie lived life to the fullest."" ""no matter what cards life dealt, charlie stayed centred on his love for his family and for mcdonald's."" after running the company's australian business in the 1990s, mr bell moved to the us in 1999 to run operations in asia, africa and the middle east. in 2001, he took over the reins in europe, mcdonald's second most important market. he became chief operating officer and president in 2002. mr bell took over as chief executive after"
0,"barclays profits hit record level. barclays, the uk's third-biggest bank, has seen annual pre-tax profits climb to record levels boosted by a sharp rise in business at its investment arm. profits for the year to 31 december rose 20% to â£4.6bn ($8.6bn). barclays' chief john varley said the bank had ""caught the winds"" of a very strong world economy. earnings at barclays capital investment bank rose 25% to â£1.04bn, but investment in branch operations held back growth in its uk retail business. the group is the first of britain's five big banks to report 2004 results. according to analysts' forecasts, hsbc, the biggest uk bank by stock market valuation, will report profits of â£9.4bn later this month. barclays results were in line with market expectations. its global investors wing made â£347m, an 82% jump on 2003 figures. profits at barclaycard rose by 5% to â£801m but were said to have been affected by a series of interest rate rises and investment to grow its customer base. the bank also blamed margins pressure on its mortgage business and spending on its branches over the past year for a 1% fall in profits in its uk retail division to â£1.13bn. ""the outlook for 2005 is good as"
